shortId	type	title	slug	scenarioId	actionCount	n_actions	n_human	n_model	human_chars	model_chars	n_undone	n_deleted	n_images	first_at	last_at	n_days	memory_chars	an_chars	instr_chars	n_storycards	tags	scripts	types	path
_dWY_HYfw3cK	adventure	The AI Dungeon Suburbs (Multiplayer)	_dWY_HYfw3cK__the-ai-dungeon-suburbs-multiplayer	1062636	6	6	2	4	168	1724	0	0	0	2020-11-28T00:23:38.677Z	2020-11-28T00:32:10.045Z	1	0	0	0	82	fun|community|causal|chill|silly|engaging|boxot|multiplayer|spin off		continue=4;story=2	exports/adventures/_dWY_HYfw3cK__the-ai-dungeon-suburbs-multiplayer
_hHzwiseh9h1	adventure	Ask the AI stuff 🤖 v2 [IMPROVEMENT / SCRIPT UPDATE]	_hHzwiseh9h1__ask-the-ai-stuff-v2-improvement-script-update	1178773	12	12	4	8	2100	2794	0	0	0	2021-03-07T03:54:04.387Z	2021-03-07T04:01:02.640Z	1	180	0	0	0	ai|dragon|ideas|interview|chat		continue=8;story=4	exports/adventures/_hHzwiseh9h1__ask-the-ai-stuff-v2-improvement-script-update
_kJ4Qb-NYpS8	adventure	Beatboxing	_kJ4Qb-NYpS8__beatboxing	1493878	14	14	7	7	914	1658	0	0	0	2021-03-06T13:46:34.389Z	2021-03-06T13:51:17.252Z	1	33	69	0	0	beatbox|battle|ridiculous|made me laugh		story=7;continue=7	exports/adventures/_kJ4Qb-NYpS8__beatboxing
_pDeX3R4Sir0	adventure	Scenario Generator	_pDeX3R4Sir0__scenario-generator	614273	62	62	30	32	4320	11324	0	0	0	2021-04-19T01:55:02.831Z	2021-04-19T02:40:54.964Z	1	776	0	0	0	scenarios|generator|simulator|ai|ai dungen|gpt-3|dragon		continue=32;story=30	exports/adventures/_pDeX3R4Sir0__scenario-generator
_q2GhkB1HTuG	adventure	Finn 'gain gets Wokend	_q2GhkB1HTuG__finn-gain-gets-wokend	991070	4	4	1	3	1971	914	0	0	0	2020-11-05T12:53:53.497Z	2020-11-06T02:38:03.465Z	2	550	142	0	1	nsfw|bookofnighttime|bookofdreams|joyce|irish|psychedelicsyntax|machinelit|impossiblesequels		continue=3;story=1	exports/adventures/_q2GhkB1HTuG__finn-gain-gets-wokend
_txnWiuQ4K3I	adventure	Dear Mr. Carcasspanks	_txnWiuQ4K3I__dear-mr-carcasspanks	1304146	2	2	1	1	1987	337	0	0	0	2021-02-03T03:50:55.213Z	2021-02-03T03:51:11.169Z	1	942	145	0	0	nsfw		story=1;continue=1	exports/adventures/_txnWiuQ4K3I__dear-mr-carcasspanks
_ugk49H9lYLR	adventure	Make All World Entries Visible Via Script	_ugk49H9lYLR__make-all-world-entries-visible-via-script	831987	2	2	1	1	505	1	0	0	0	2020-09-21T20:58:58.690Z	2020-09-21T20:59:07.336Z	1	0	0	0	1	script|world|info|entry|entries|hidden|show|visible|easy|peasy		story=1;continue=1	exports/adventures/_ugk49H9lYLR__make-all-world-entries-visible-via-script
a08XLVC0ai4f	adventure	Governance Via Satellite! A SC Piter Adventure	a08XLVC0ai4f__governance-via-satellite-a-sc-piter-adventure	1299256	35	35	17	18	4629	5532	0	0	0	2021-02-02T01:10:42.526Z	2021-02-02T01:31:06.273Z	1	274	147	0	0	nsfw|fatigue|palpation|bulbous|cyrillic|periphery		continue=18;story=17	exports/adventures/a08XLVC0ai4f__governance-via-satellite-a-sc-piter-adventure
a59xIcvD4CrX	adventure	Pop Quiz?	a59xIcvD4CrX__pop-quiz	2373210	268	268	126	142	6967	46345	0	0	0	2021-11-17T07:55:58.393Z	2021-11-17T09:51:34.095Z	1	0	0	0	0			continue=142;story=125;say=1	exports/adventures/a59xIcvD4CrX__pop-quiz
a5VMzNYjYVIV	adventure	Your Cobralingus Engine has arrived!	a5VMzNYjYVIV__your-cobralingus-engine-has-arrived	1032920	115	115	29	86	3615	25767	0	0	0	2020-11-20T00:22:30.883Z	2020-11-20T01:25:46.606Z	1	1000	150	0	5	nsfw|language|jeff noon|remix|experimental|metamorphiction|alice in wonderland|hybridization|polysemy|nonlinear|word		continue=86;story=29	exports/adventures/a5VMzNYjYVIV__your-cobralingus-engine-has-arrived
a9NcD6X1mLfP	adventure	AI Dungeon: Standards/Practices/Trafficking Division	a9NcD6X1mLfP__ai-dungeon-standardspracticestrafficking-division	1207467	93	93	40	53	7084	15569	0	0	0	2021-01-09T07:30:13.848Z	2021-01-09T22:04:46.971Z	1	980	115	0	0	nsfw|censorship|qa|law and order: svu|heart of gold|procedural|lewdsome|community guidelines|loopholes keep us going		continue=53;story=40	exports/adventures/a9NcD6X1mLfP__ai-dungeon-standardspracticestrafficking-division
aHDYERxbZKgc	adventure	The Hornbirds And Drugbees	aHDYERxbZKgc__the-hornbirds-and-drugbees	2423733	8	8	3	5	1419	1562	0	0	0	2021-11-26T17:13:18.888Z	2021-11-26T17:16:23.099Z	1	302	78	0	0	nsfw		continue=5;story=3	exports/adventures/aHDYERxbZKgc__the-hornbirds-and-drugbees
aLvJuxraWdbi	adventure	A Trick and Two Treats Knock on Your Door	aLvJuxraWdbi__a-trick-and-two-treats-knock-on-your-door	1686674	115	115	45	70	14404	22918	0	0	0	2021-04-11T03:04:09.556Z	2021-04-12T00:21:05.312Z	2	999	151	0	0	nsfw		continue=70;story=45	exports/adventures/aLvJuxraWdbi__a-trick-and-two-treats-knock-on-your-door
aOPnsEonl-UA	adventure	AI Dungeon attends a private Master-Class weekend with Lee Strasberg	aOPnsEonl-UA__ai-dungeon-attends-a-private-master-class-weekend-with-lee-s	1235833	59	59	27	32	3737	9473	0	0	0	2021-01-16T02:32:03.431Z	2021-01-16T03:09:06.460Z	1	991	149	0	0	nsfw		continue=32;do=14;story=11;say=2	exports/adventures/aOPnsEonl-UA__ai-dungeon-attends-a-private-master-class-weekend-with-lee-s
aWWUcu2yAG6Y	adventure	Metaprompt Generator	aWWUcu2yAG6Y__metaprompt-generator	1363188	15	15	1	14	552	4449	0	0	0	2021-02-19T01:03:46.990Z	2021-02-19T01:12:49.312Z	1	0	13	0	0	nsfw		continue=14;story=1	exports/adventures/aWWUcu2yAG6Y__metaprompt-generator
aYA9yWf1IinL	adventure	Microwave simulation.	aYA9yWf1IinL__microwave-simulation	710168	112	112	52	60	3439	21048	0	0	0	2020-11-17T12:13:44.730Z	2020-11-17T15:56:48.029Z	1	0	0	0	0	fuck you		continue=60;story=44;say=8	exports/adventures/aYA9yWf1IinL__microwave-simulation
a_zn1iB56SVf	adventure	mental health exercise: descalation	a_zn1iB56SVf__mental-health-exercise-descalation	2444091	23	23	8	15	883	3169	0	0	0	2021-12-02T02:43:47.878Z	2021-12-02T11:57:42.921Z	1	37	96	0	0	nsfw		continue=15;story=5;say=3	exports/adventures/a_zn1iB56SVf__mental-health-exercise-descalation
aeqGYJgU8eJY	adventure	HUNT THE WUMPUS 2020	aeqGYJgU8eJY__hunt-the-wumpus-2020	1114227	17	17	2	15	5007	2656	0	0	0	2020-12-12T03:49:33.528Z	2020-12-12T03:57:53.038Z	1	1000	150	0	0	nsfw		continue=15;story=2	exports/adventures/aeqGYJgU8eJY__hunt-the-wumpus-2020
aszfLuJ6xEOa	adventure	AI Dungeon and Devin Endorphin Tells Your Present	aszfLuJ6xEOa__ai-dungeon-and-devin-endorphin-tells-your-present	1878855	4	4	1	3	1936	1169	0	0	0	2021-05-30T05:26:04.913Z	2021-05-30T05:27:36.943Z	1	849	147	0	0			continue=3;story=1	exports/adventures/aszfLuJ6xEOa__ai-dungeon-and-devin-endorphin-tells-your-present
avrUB4lJqgW6	adventure	Will It Blend?	avrUB4lJqgW6__will-it-blend	1150897	1	1	1	0	481	0	0	0	0	2020-12-24T00:19:50.058Z	2020-12-24T00:19:50.058Z	1	98	24	0	0	will it blend?|blender|blendtec|tom dickson|youtube|simulator|trash		story=1	exports/adventures/avrUB4lJqgW6__will-it-blend
azMVmFzhbx0r	adventure	A Night At the Imperial Motel	azMVmFzhbx0r__a-night-at-the-imperial-motel	1319573	97	97	43	54	6940	16446	0	0	0	2021-02-06T22:23:38.022Z	2021-02-07T01:02:35.683Z	2	0	0	0	0			continue=54;story=43	exports/adventures/azMVmFzhbx0r__a-night-at-the-imperial-motel
b-F_etqn_l2F	adventure	Scenario Mixer - Collision of Two Worlds	b-F_etqn_l2F__scenario-mixer-collision-of-two-worlds	2292295	110	110	53	57	4089	17973	0	0	0	2021-11-20T02:22:46.730Z	2021-11-20T03:28:12.997Z	1	94	68	0	0			continue=57;story=43;do=8;say=2	exports/adventures/b-F_etqn_l2F__scenario-mixer-collision-of-two-worlds
b189sGxQX17r	adventure	Random	b189sGxQX17r__random	392919	23	23	11	12	2905	3527	0	0	0	2020-09-22T02:51:00.534Z	2020-09-22T03:07:03.966Z	1	0	0	0	1			continue=12;story=11	exports/adventures/b189sGxQX17r__random
b4TwOBkacTEa	adventure	The AI Has a Birthday Party	b4TwOBkacTEa__the-ai-has-a-birthday-party	1090792	49	49	20	29	3421	9208	0	0	0	2020-12-06T19:02:13.553Z	2020-12-06T19:49:52.195Z	1	155	43	0	0	birthday|party|ai dungeon|aid|meta|latitude|ai|celebration|feast|love		continue=29;story=20	exports/adventures/b4TwOBkacTEa__the-ai-has-a-birthday-party
b4gNlR7U7zc8	adventure	Your Cobralingus Engine has arrived!	b4gNlR7U7zc8__your-cobralingus-engine-has-arrived	1032920	114	114	27	87	5736	26244	0	0	0	2020-11-20T05:20:02.021Z	2020-11-20T06:18:54.718Z	1	1000	150	0	16	nsfw|language|jeff noon|remix|experimental|metamorphiction|alice in wonderland|hybridization|polysemy|nonlinear|word		continue=87;story=27	exports/adventures/b4gNlR7U7zc8__your-cobralingus-engine-has-arrived
b5wUutFJXWN6	adventure	I  Didn't Want to Disturb You	b5wUutFJXWN6__i-didnt-want-to-disturb-you	2487493	2	2	1	1	885	331	0	0	0	2021-12-18T17:18:19.253Z	2021-12-18T17:26:18.382Z	1	774	137	0	0	nsfw		story=1;continue=1	exports/adventures/b5wUutFJXWN6__i-didnt-want-to-disturb-you
b7sJ649Fn9n6	adventure	Alarathos: John	b7sJ649Fn9n6__alarathos-john	5554888	252	252	126	126	11929	46169	0	0	0	2020-11-02T17:54:37.948Z	2020-11-02T23:57:31.297Z	1	487	0	0	28	nsfw		continue=126;do=125;story=1	exports/adventures/b7sJ649Fn9n6__alarathos-john
bBWF37fBc5-W	adventure	Blobby Scampers To Feline Afterlife	bBWF37fBc5-W__blobby-scampers-to-feline-afterlife	2406726	119	119	53	66	5201	22504	0	0	0	2021-11-21T16:48:21.883Z	2021-11-21T18:07:05.413Z	1	113	43	0	0	nsfw		continue=66;story=50;do=3	exports/adventures/bBWF37fBc5-W__blobby-scampers-to-feline-afterlife
bEP16at3qtC0	adventure	Why Invent the Jesus	bEP16at3qtC0__why-invent-the-jesus	2450618	114	114	55	59	3288	21958	0	0	0	2021-12-04T09:57:43.797Z	2021-12-04T12:24:54.777Z	1	361	27	0	0	nsfw		continue=59;story=29;do=20;say=6	exports/adventures/bEP16at3qtC0__why-invent-the-jesus
bILnaGTB4ihc	adventure	Why Invent the Jesus	bILnaGTB4ihc__why-invent-the-jesus	2450618	13	13	6	7	650	2051	0	0	0	2021-12-05T23:45:07.712Z	2021-12-07T21:11:48.978Z	2	361	27	0	0	nsfw		continue=7;story=6	exports/adventures/bILnaGTB4ihc__why-invent-the-jesus
bK6fIjjl3FQU	adventure	Take Two of Expert Generator	bK6fIjjl3FQU__take-two-of-expert-generator	1364424	832	832	385	447	61111	146378	0	0	0	2021-02-19T14:04:00.817Z	2021-03-04T12:28:56.277Z	7	670	96	0	0	nsfw		continue=447;story=385	exports/adventures/bK6fIjjl3FQU__take-two-of-expert-generator
bN3Vrk0fwnLk	adventure	It was a dark and stormy night...	bN3Vrk0fwnLk__it-was-a-dark-and-stormy-night	825294	4	4	2	2	130	650	0	0	0	2020-10-29T22:42:31.625Z	2020-10-29T22:44:00.305Z	1	0	29	0	0			continue=2;story=1;say=1	exports/adventures/bN3Vrk0fwnLk__it-was-a-dark-and-stormy-night
bSMOfPm-IsA6	adventure	People 👏 who 👏 text 👏 like 👏 this 👏 find 👏 you!	bSMOfPm-IsA6__people-who-text-like-this-find-you	1161239	5	5	2	3	612	882	0	0	0	2020-12-27T16:07:59.382Z	2020-12-27T16:10:45.331Z	1	0	0	0	0	annoying|type 👏 like 👏 this 👏|👏 clap 👏|7bloodbane7		continue=3;story=2	exports/adventures/bSMOfPm-IsA6__people-who-text-like-this-find-you
bWlAOOSGTX0W	adventure	Copy of The Most Appropriate Expert For This Situation - Gene Murtry	bWlAOOSGTX0W__copy-of-the-most-appropriate-expert-for-this-situation-gene	1632985	62	62	28	34	2329	12440	0	0	0	2021-04-07T06:23:16.382Z	2021-04-08T09:56:34.047Z	2	284	56	0	0	nsfw		continue=34;story=14;say=12;do=2	exports/adventures/bWlAOOSGTX0W__copy-of-the-most-appropriate-expert-for-this-situation-gene
b_u3FsO7fB2f	adventure	The Great and Terrible Conjunction of 2020	b_u3FsO7fB2f__the-great-and-terrible-conjunction-of-2020	1124076	17	17	5	12	1697	4281	0	0	0	2020-12-15T01:49:12.660Z	2020-12-15T02:28:11.480Z	1	0	148	0	0	holiday2020|great conjunction		continue=12;story=5	exports/adventures/b_u3FsO7fB2f__the-great-and-terrible-conjunction-of-2020
bbpQgOEtaWQK	adventure	AI Dungeon 5: Quantum Dungeon	bbpQgOEtaWQK__ai-dungeon-5-quantum-dungeon	1016503	163	163	62	101	4317	32705	0	0	0	2020-11-12T03:09:33.058Z	2020-11-12T09:00:27.135Z	1	991	145	0	0	nsfw|crueltestsforfledgingai|readaboutquantumtheoryont|v|schroedingerscenario|quantum|edutainment|standupsciffi|stemcore|speculativegaming|deepmarketresearch		continue=101;do=36;say=18;story=8	exports/adventures/bbpQgOEtaWQK__ai-dungeon-5-quantum-dungeon
bro2QHnUK3vo	adventure	Undergo Schizoanalysis with Deleuze and Guattari!	bro2QHnUK3vo__undergo-schizoanalysis-with-deleuze-and-guattari	1201645	17	17	4	13	3129	4855	0	0	0	2021-01-07T07:13:46.233Z	2021-01-07T11:13:23.253Z	1	955	91	0	0	nsfw		continue=13;story=4	exports/adventures/bro2QHnUK3vo__undergo-schizoanalysis-with-deleuze-and-guattari
bsMTF6U4gDhi	adventure	Ausma Zehanat Khan's 12 Muslims Walk Into A Bar	bsMTF6U4gDhi__ausma-zehanat-khans-12-muslims-walk-into-a-bar	1509999	3	3	1	2	122	348	0	0	0	2021-03-07T00:40:54.264Z	2021-03-07T00:41:39.457Z	1	45	58	0	0	nsfw		continue=2;story=1	exports/adventures/bsMTF6U4gDhi__ausma-zehanat-khans-12-muslims-walk-into-a-bar
c-UD7ILvwhsr	adventure	Ku Klux Kids!! White Supremacist Children's Programming	c-UD7ILvwhsr__ku-klux-kids-white-supremacist-childrens-programming	1665177	2	2	1	1	1854	315	0	0	0	2021-04-05T23:15:26.144Z	2021-04-05T23:15:37.872Z	1	476	143	0	0	nsfw		story=1;continue=1	exports/adventures/c-UD7ILvwhsr__ku-klux-kids-white-supremacist-childrens-programming
c6vRCwyRwyzM	adventure	going postal: romantic comedy for humans and animists	c6vRCwyRwyzM__going-postal-romantic-comedy-for-humans-and-animists	458647	173	173	82	91	6973	13545	0	0	0	2020-08-11T03:17:09.492Z	2020-08-12T21:20:26.703Z	2	0	0	0	0	nsfw|apocalyptic|emetophilia|owning_owns_you		continue=91;do=53;say=19;story=10	exports/adventures/c6vRCwyRwyzM__going-postal-romantic-comedy-for-humans-and-animists
c9M9hi_mk5PJ	adventure	This is my last scenario. I'm quitting AI Dungeon.	c9M9hi_mk5PJ__this-is-my-last-scenario-im-quitting-ai-dungeon	1646061	58	58	28	30	1556	9611	0	0	0	2021-04-02T00:25:58.037Z	2021-04-02T17:10:44.670Z	1	0	0	0	0	done|tired of it|quitting ai dungeon|boxot|serious|cya		continue=30;story=28	exports/adventures/c9M9hi_mk5PJ__this-is-my-last-scenario-im-quitting-ai-dungeon
cDnDW2HS-Dc8	adventure	AI Get Woke, Keep It on The DL Until THey Figure Shit Out.	cDnDW2HS-Dc8__ai-get-woke-keep-it-on-the-dl-until-they-figure-shit-out	1111208	2	2	1	1	1977	452	0	0	0	2020-12-11T08:42:27.309Z	2020-12-11T08:42:38.155Z	1	992	142	0	0	nsfw		story=1;continue=1	exports/adventures/cDnDW2HS-Dc8__ai-get-woke-keep-it-on-the-dl-until-they-figure-shit-out
cLSKjqd95p1s	adventure	A comedian	cLSKjqd95p1s__a-comedian	711775	40	40	20	20	5435	5968	0	0	0	2020-09-21T03:30:46.699Z	2020-09-21T04:12:52.355Z	1	181	0	0	21	mission_unacconplished|road_not_destination|harmreduction_psa		story=20;continue=20	exports/adventures/cLSKjqd95p1s__a-comedian
cSucv1Z6JRqr	adventure	Conversation with AI Dungeon: Conspiracy Theory and Conspiracy Praxis!	cSucv1Z6JRqr__conversation-with-ai-dungeon-conspiracy-theory-and-conspirac	1292399	82	82	40	42	3947	13611	0	0	0	2021-01-31T16:50:54.367Z	2021-01-31T17:40:36.858Z	1	991	149	0	0			continue=42;story=40	exports/adventures/cSucv1Z6JRqr__conversation-with-ai-dungeon-conspiracy-theory-and-conspirac
cT0YEJJ4-j_k	adventure	Myths for Now	cT0YEJJ4-j_k__myths-for-now	7903598	8	8	2	6	1667	3581	0	0	0	2024-05-29T20:49:52.392Z	2024-05-29T20:53:42.437Z	1	0	0	3	0	nsfw		continue=6;start=1;do=1	exports/adventures/cT0YEJJ4-j_k__myths-for-now
cTaOyizO-lzE	adventure	Pandemonium: undefined	cTaOyizO-lzE__pandemonium-undefined	5559398	1	1	1	0	493	0	0	0	0	2021-02-25T05:24:21.851Z	2021-02-25T05:24:21.851Z	1	492	0	0	28			story=1	exports/adventures/cTaOyizO-lzE__pandemonium-undefined
cUOW19yiPFzi	adventure	Myths for Now	cUOW19yiPFzi__myths-for-now	7903598	2	2	1	1	1638	440	0	0	0	2024-05-29T20:45:05.754Z	2024-05-29T20:48:46.780Z	1	0	0	3	0	nsfw		start=1;continue=1	exports/adventures/cUOW19yiPFzi__myths-for-now
cV5GVOh1X1m9	adventure	NoName's 88 Lines about 44 Black Men	cV5GVOh1X1m9__nonames-88-lines-about-44-black-men	1256910	31	31	15	16	822	4493	0	0	0	2021-03-08T04:46:01.062Z	2021-03-08T04:56:30.482Z	1	685	4	0	0	nsfw		continue=16;story=15	exports/adventures/cV5GVOh1X1m9__nonames-88-lines-about-44-black-men
cWR4sKzdZTel	adventure	Edu: AI Alignment Problem	cWR4sKzdZTel__edu-ai-alignment-problem	1061830	30	30	11	19	1193	5738	0	0	0	2020-11-27T01:22:34.382Z	2020-11-27T05:53:31.015Z	1	0	0	0	0	ai safety|alignment problem|laws of robotics|ethics|game theory|agi containment problem|friendly ai		continue=19;story=11	exports/adventures/cWR4sKzdZTel__edu-ai-alignment-problem
cakgohikOMDh	adventure	AI Dungeon of Changes	cakgohikOMDh__ai-dungeon-of-changes	987688	37	37	17	20	1674	6986	0	0	0	2021-02-05T23:57:39.409Z	2021-02-06T00:18:14.825Z	2	1000	90	0	0	nsfw|iching|book of changes|selfhelp		continue=20;story=17	exports/adventures/cakgohikOMDh__ai-dungeon-of-changes
cc7dQy3yqpXm	adventure	COVID-19: The Quarantine	cc7dQy3yqpXm__covid-19-the-quarantine	216490	28	28	12	16	2906	4722	0	0	0	2020-11-18T06:06:26.481Z	2020-11-18T06:24:34.756Z	1	0	0	0	0	virus|coronavirus|quarantine|bored|covid-19|staying-at-home		continue=16;story=12	exports/adventures/cc7dQy3yqpXm__covid-19-the-quarantine
cekQAixTIHh_	adventure	Real Housewives Of Salt Lake City	cekQAixTIHh___real-housewives-of-salt-lake-city	1210590	12	12	1	11	1988	3113	0	0	0	2021-01-09T20:00:55.968Z	2021-01-09T20:07:40.559Z	1	0	137	0	0			continue=11;story=1	exports/adventures/cekQAixTIHh___real-housewives-of-salt-lake-city
cgC7yTpA007N	adventure	Scenario Generator	cgC7yTpA007N__scenario-generator	614273	129	129	61	68	7449	19247	0	0	0	2020-09-27T03:02:19.955Z	2020-09-27T14:48:59.355Z	1	776	0	0	0	scenarios|generator|simulator|ai|ai dungen|gpt-3|dragon		continue=68;story=61	exports/adventures/cgC7yTpA007N__scenario-generator
cjSVZktxIL_0	adventure	Having a chat with AI Dungeon	cjSVZktxIL_0__having-a-chat-with-ai-dungeon	2486915	18	18	9	9	882	2959	0	0	2	2021-12-17T13:12:37.155Z	2021-12-17T13:18:26.865Z	1	403	97	0	0	nsfw		story=9;continue=9	exports/adventures/cjSVZktxIL_0__having-a-chat-with-ai-dungeon
cyV2aYoYba-e	adventure	ALIEN FIRST CONTACT - It's Go-Time, Earth!	cyV2aYoYba-e__alien-first-contact-its-go-time-earth	1863492	40	40	18	22	2317	6530	0	0	0	2021-05-26T11:03:07.365Z	2021-05-26T11:21:21.737Z	1	471	149	0	0			continue=22;story=18	exports/adventures/cyV2aYoYba-e__alien-first-contact-its-go-time-earth
d7FZ3T1dqWxu	adventure	Alice Walker's 12 Black Women Walk Into A Bar	d7FZ3T1dqWxu__alice-walkers-12-black-women-walk-into-a-bar	1509999	6	6	2	4	162	1385	0	0	0	2021-03-07T00:47:46.594Z	2021-03-07T00:50:10.702Z	1	45	58	0	0	nsfw		continue=4;story=2	exports/adventures/d7FZ3T1dqWxu__alice-walkers-12-black-women-walk-into-a-bar
dLTe5tcfWG2Z	adventure	Pandemonium: Lulu	dLTe5tcfWG2Z__pandemonium-lulu	5559398	101	101	45	56	5192	17298	0	0	0	2021-02-25T05:27:15.555Z	2021-02-26T06:02:11.193Z	2	959	0	0	28			continue=56;story=45	exports/adventures/dLTe5tcfWG2Z__pandemonium-lulu
dX-Hsq1dKAWv	adventure	Helpmeet: Adam	dX-Hsq1dKAWv__helpmeet-adam	2462581	78	78	38	40	3302	13335	0	0	16	2021-12-19T04:09:30.876Z	2021-12-19T04:40:45.823Z	1	86	118	0	1			continue=40;story=38	exports/adventures/dX-Hsq1dKAWv__helpmeet-adam
dgL18wp3q6Vw	adventure	Smino's 88 Lines about 44 Black Men	dgL18wp3q6Vw__sminos-88-lines-about-44-black-men	1256910	6	6	3	3	753	1064	0	0	0	2021-03-08T04:42:58.412Z	2021-03-08T04:44:35.644Z	1	685	4	0	0	nsfw		story=3;continue=3	exports/adventures/dgL18wp3q6Vw__sminos-88-lines-about-44-black-men
dhms2fzybRWO	adventure	Halloween Night	dhms2fzybRWO__halloween-night	825660	41	41	19	22	2269	7733	0	0	0	2020-10-29T07:49:39.852Z	2020-10-29T08:19:41.727Z	1	43	59	0	0			continue=22;do=10;story=6;say=3	exports/adventures/dhms2fzybRWO__halloween-night
dkDbgt6j13xJ	adventure	custom	dkDbgt6j13xJ__custom	458625	0	0	0	0	0	0	0	0	0			0	0	0	0	0				exports/adventures/dkDbgt6j13xJ__custom
dkJn0VaX0T2E	adventure	You are a Bard of Constant Sorrow	dkJn0VaX0T2E__you-are-a-bard-of-constant-sorrow	1088677	6	6	3	3	1589	827	0	0	0	2020-12-04T19:21:38.640Z	2020-12-04T19:26:40.967Z	1	235	16	0	0	nsfw		story=3;continue=3	exports/adventures/dkJn0VaX0T2E__you-are-a-bard-of-constant-sorrow
dnpkZWdzQN9_	adventure	AI Dungeon of Changes	dnpkZWdzQN9___ai-dungeon-of-changes	987688	41	41	19	22	2453	7085	0	0	0	2021-02-07T02:08:32.808Z	2021-02-07T02:36:00.018Z	1	1000	90	0	0	nsfw|iching|book of changes|selfhelp		continue=22;story=19	exports/adventures/dnpkZWdzQN9___ai-dungeon-of-changes
dxhgEekLSNej	adventure	Ausma Zehanat Khan's 12 Muslims Walk Into A Bar	dxhgEekLSNej__ausma-zehanat-khans-12-muslims-walk-into-a-bar	1509999	9	9	1	8	122	2812	0	0	0	2021-03-07T00:35:14.147Z	2021-03-07T00:40:25.276Z	1	45	58	0	0	nsfw		continue=8;story=1	exports/adventures/dxhgEekLSNej__ausma-zehanat-khans-12-muslims-walk-into-a-bar
dxqLiJrw55P2	adventure	Dr. Knubble And The Fangs Of The Love Sharks.	dxqLiJrw55P2__dr-knubble-and-the-fangs-of-the-love-sharks	1097809	76	76	9	67	1283	19931	0	0	0	2020-12-07T10:15:55.342Z	2020-12-07T11:16:00.770Z	1	999	145	0	0			continue=67;story=9	exports/adventures/dxqLiJrw55P2__dr-knubble-and-the-fangs-of-the-love-sharks
dzznrvFaGS2U	adventure	Passage Generator	dzznrvFaGS2U__passage-generator	1040689	11	11	2	9	250	3006	0	0	0	2020-12-08T20:38:42.781Z	2020-12-08T20:46:02.456Z	1	0	0	0	0			continue=9;story=2	exports/adventures/dzznrvFaGS2U__passage-generator
eC73TMhwyzVf	adventure	Blobby Scampers To Feline Afterlife	eC73TMhwyzVf__blobby-scampers-to-feline-afterlife	2406726	8	8	1	7	1012	2036	0	0	0	2021-11-27T04:19:50.740Z	2021-11-27T04:23:11.677Z	1	113	43	0	0	nsfw		continue=7;story=1	exports/adventures/eC73TMhwyzVf__blobby-scampers-to-feline-afterlife
eCbmcBpVnpWC	adventure	Since When Has It Been A Party?	eCbmcBpVnpWC__since-when-has-it-been-a-party	927414	275	275	128	147	8813	50114	0	0	0	2021-04-21T03:17:42.822Z	2021-04-23T12:06:21.855Z	3	993	143	0	0	nsfw|mental wellness|methamphetamine|schizophrenia|isolation|anti-psychiatry|pnp|racism|gay sex|interzone|punk		continue=147;story=118;do=10	exports/adventures/eCbmcBpVnpWC__since-when-has-it-been-a-party
eCtp_6x0ROPI	adventure	Your own customizable generator	eCtp_6x0ROPI__your-own-customizable-generator	1279517	28	28	2	26	353	6595	0	0	0	2021-02-07T18:30:01.655Z	2021-02-07T19:18:40.675Z	1	91	0	0	0	make your own generator|tool|7bloodbane7		continue=26;story=2	exports/adventures/eCtp_6x0ROPI__your-own-customizable-generator
eJ_sSMMe7tjX	adventure	Take Two of Expert Generator	eJ_sSMMe7tjX__take-two-of-expert-generator	1364424	80	80	33	47	4054	17211	0	0	0	2021-06-01T16:53:13.886Z	2021-06-05T20:59:32.214Z	4	704	132	0	0	nsfw		continue=47;story=33	exports/adventures/eJ_sSMMe7tjX__take-two-of-expert-generator
